1425,1546,2000
1422,1543,2000
1419,1541,2000
1416,1538,2000
1413,1535,2000
1410,1532,2000
1407,1529,2000
1404,1527,2000
1401,1524,2000
1398,1521,2000
1396,1519,2000
1393,1516,2000
1390,1513,2000
1386,1510,2000
1383,1508,2000
1380,1505,2000
1377,1503,2000
1374,1500,2000
1371,1497,2000
1368,1495,2000
1365,1492,2000
1362,1489,2000
1359,1487,2000
1356,1484,2000
1353,1482,2000
1349,1479,2000
1346,1477,2000
1343,1474,2000
1340,1472,2000
1337,1469,2000
1334,1467,2000
1330,1464,2000
1327,1462,2000
1324,1459,2000
1321,1457,2000
1317,1455,2000
1314,1452,2000
1311,1450,2000
1307,1447,2000
1304,1445,2000
1301,1443,2000
1298,1440,2000
1294,1438,2000
1291,1436,2000
1287,1433,2000
1284,1431,2000
1281,1429,2000
1277,1427,2000
1274,1424,2000
1270,1422,2000
1273,1419,2000
1276,1415,2000
1279,1412,2000
1282,1409,2000
1285,1405,2000
1287,1402,2000
1290,1399,2000
1293,1395,2000
1295,1392,2000
1298,1389,2000
1300,1386,2000
1303,1382,2000
1305,1379,2000
1308,1376,2000
1310,1373,2000
1312,1370,2000
1315,1367,2000
1317,1364,2000
1319,1361,2000
1321,1358,2000
1323,1355,2000
1326,1352,2000
1328,1349,2000
1330,1346,2000
1332,1343,2000
1334,1340,2000
1336,1337,2000
1338,1334,2000
1340,1331,2000
1342,1328,2000
1344,1325,2000
1345,1322,2000
1347,1319,2000
1349,1317,2000
1351,1314,2000
1353,1311,2000
1354,1308,2000
1356,1305,2000
1358,1303,2000
1359,1300,2000
1361,1297,2000
1363,1294,2000
1364,1292,2000
1366,1289,2000
1367,1286,2000
1369,1283,2000
1370,1281,2000
1372,1278,2000
1373,1275,2000
1375,1273,2000
1378,1275,2000
1382,1278,2000
1385,1281,2000
1389,1284,2000
1393,1287,2000
1396,1290,2000
1400,1292,2000
1403,1295,2000
1407,1298,2000
1410,1301,2000
1414,1304,2000
1417,1307,2000
1421,1310,2000
1424,1313,2000
1428,1316,2000
1431,1319,2000
1435,1322,2000
1438,1325,2000
1442,1328,2000
1445,1331,2000
1449,1334,2000
1452,1337,2000
1456,1340,2000
1459,1343,2000
1463,1346,2000
1466,1349,2000
1470,1352,2000
1473,1355,2000
1477,1358,2000
1480,1361,2000
1483,1365,2000
1487,1368,2000
1490,1371,2000
1494,1374,2000
1497,1377,2000
1501,1380,2000
1504,1384,2000
1507,1387,2000
1511,1390,2000
1514,1393,2000
1517,1396,2000
1521,1400,2000
1524,1403,2000
1528,1406,2000
1531,1409,2000
1534,1413,2000
1538,1416,2000
1541,1419,2000
1544,1422,2000
1548,1426,2000
1546,1428,2000
1544,1430,2000
1542,1432,2000
1540,1434,2000
1538,1436,2000
1536,1438,2000
1534,1440,2000
1532,1442,2000
1530,1444,2000
1528,1446,2000
1526,1448,2000
1523,1451,2000
1521,1453,2000
1519,1455,2000
1517,1457,2000
1515,1460,2000
1513,1462,2000
1510,1464,2000
1508,1466,2000
1506,1469,2000
1504,1471,2000
1501,1473,2000
1499,1476,2000
1497,1478,2000
1494,1481,2000
1492,1483,2000
1490,1486,2000
1487,1488,2000
1485,1491,2000
1482,1493,2000
1480,1496,2000
1477,1498,2000
1475,1501,2000
1472,1503,2000
1470,1506,2000
1467,1509,2000
1464,1511,2000
1462,1514,2000
1459,1517,2000
1456,1520,2000
1454,1522,2000
1451,1525,2000
1448,1528,2000
1445,1531,2000
1442,1534,2000
1440,1537,2000
1437,1540,2000
1434,1543,2000
1431,1546,2000
1500,1500,1000
