1623,1306,2000
1623,1305,2000
1622,1305,2000
1622,1304,2000
1621,1304,2000
1620,1303,2000
1620,1302,2000
1619,1302,2000
1619,1301,2000
1618,1301,2000
1618,1300,2000
1617,1300,2000
1616,1299,2000
1616,1299,2000
1615,1298,2000
1615,1297,2000
1614,1297,2000
1614,1296,2000
1613,1296,2000
1613,1295,2000
1612,1295,2000
1611,1294,2000
1611,1294,2000
1610,1293,2000
1610,1292,2000
1609,1292,2000
1609,1291,2000
1608,1291,2000
1607,1290,2000
1607,1290,2000
1606,1289,2000
1606,1289,2000
1605,1288,2000
1605,1287,2000
1604,1287,2000
1604,1286,2000
1603,1286,2000
1602,1285,2000
1602,1285,2000
1601,1284,2000
1601,1284,2000
1600,1283,2000
1600,1282,2000
1599,1282,2000
1598,1281,2000
1598,1281,2000
1597,1280,2000
1597,1280,2000
1596,1279,2000
1596,1279,2000
1595,1278,2000
1595,1277,2000
1594,1277,2000
1593,1276,2000
1593,1276,2000
1592,1275,2000
1592,1275,2000
1591,1274,2000
1591,1274,2000
1590,1273,2000
1589,1273,2000
1589,1272,2000
1588,1271,2000
1588,1271,2000
1587,1270,2000
1587,1270,2000
1586,1269,2000
1586,1269,2000
1585,1268,2000
1584,1268,2000
1584,1267,2000
1583,1267,2000
1583,1266,2000
1582,1265,2000
1582,1265,2000
1581,1264,2000
1581,1264,2000
1580,1263,2000
1579,1263,2000
1579,1262,2000
1578,1262,2000
1578,1261,2000
1577,1260,2000
1577,1260,2000
1576,1259,2000
1576,1259,2000
1575,1258,2000
1574,1258,2000
1574,1257,2000
1573,1257,2000
1573,1256,2000
1572,1256,2000
1572,1255,2000
1571,1254,2000
1571,1254,2000
1570,1253,2000
1569,1253,2000
1569,1252,2000
1568,1252,2000
1568,1251,2000
1567,1251,2000
1567,1250,2000
1566,1250,2000
1566,1249,2000
1565,1249,2000
1565,1248,2000
1564,1248,2000
1563,1247,2000
1563,1247,2000
1562,1246,2000
1562,1245,2000
1561,1245,2000
1561,1244,2000
1560,1244,2000
1560,1243,2000
1559,1243,2000
1559,1242,2000
1558,1242,2000
1558,1241,2000
1557,1241,2000
1556,1240,2000
1556,1240,2000
1555,1239,2000
1555,1239,2000
1554,1238,2000
1554,1238,2000
1553,1237,2000
1553,1237,2000
1552,1236,2000
1552,1236,2000
1551,1235,2000
1551,1235,2000
1550,1234,2000
1549,1234,2000
1549,1233,2000
1548,1233,2000
1548,1232,2000
1547,1232,2000
1547,1231,2000
1546,1231,2000
1546,1230,2000
1545,1230,2000
1545,1229,2000
1544,1229,2000
1544,1228,2000
1543,1228,2000
1543,1227,2000
1542,1227,2000
1542,1226,2000
1541,1226,2000
1540,1225,2000
1540,1225,2000
1539,1224,2000
1539,1224,2000
1538,1223,2000
1538,1223,2000
1537,1222,2000
1537,1222,2000
1536,1221,2000
1536,1221,2000
1535,1220,2000
1535,1220,2000
1534,1219,2000
1534,1219,2000
1533,1218,2000
1533,1218,2000
1532,1217,2000
1532,1217,2000
1531,1216,2000
1531,1216,2000
1530,1215,2000
1530,1215,2000
1529,1214,2000
1528,1214,2000
1528,1213,2000
1527,1213,2000
1527,1212,2000
1526,1212,2000
1526,1211,2000
1525,1211,2000
1525,1210,2000
1524,1210,2000
1524,1209,2000
1523,1209,2000
1523,1208,2000
1522,1208,2000
1522,1207,2000
1521,1207,2000
1521,1207,2000
1520,1206,2000
1520,1206,2000
1519,1205,2000
1519,1205,2000
1518,1204,2000
1518,1204,2000
1517,1203,2000
1517,1203,2000
1516,1202,2000
1516,1202,2000
1515,1201,2000
1515,1201,2000
1514,1200,2000
1514,1200,2000
1513,1199,2000
1513,1199,2000
1512,1198,2000
1512,1198,2000
1511,1198,2000
1511,1197,2000
1510,1197,2000
1510,1196,2000
1509,1196,2000
1508,1195,2000
1508,1195,2000
1507,1194,2000
1507,1194,2000
1506,1193,2000
1506,1193,2000
1505,1192,2000
1505,1192,2000
1504,1192,2000
1504,1191,2000
1503,1191,2000
1503,1190,2000
1502,1190,2000
1502,1189,2000
1501,1189,2000
1501,1188,2000
1500,1188,2000
1500,1187,2000
1499,1187,2000
1499,1187,2000
1498,1186,2000
1498,1186,2000
1497,1185,2000
1497,1185,2000
1496,1184,2000
1496,1184,2000
1495,1183,2000
1495,1183,2000
1494,1183,2000
1494,1182,2000
1493,1182,2000
1493,1181,2000
1492,1181,2000
1492,1180,2000
1491,1180,2000
1491,1179,2000
1490,1179,2000
1490,1179,2000
1490,1178,2000
1489,1178,2000
1489,1177,2000
1488,1177,2000
1488,1176,2000
