2084,1934,2000
2078,1917,2000
2072,1901,2000
2065,1885,2000
2058,1869,2000
2050,1853,2000
2042,1837,2000
2034,1822,2000
2025,1806,2000
2015,1790,2000
2005,1774,2000
1995,1759,2000
1984,1743,2000
1973,1727,2000
1961,1711,2000
1949,1695,2000
1936,1679,2000
1923,1663,2000
1910,1647,2000
1896,1631,2000
1882,1615,2000
1868,1599,2000
1853,1583,2000
1838,1566,2000
1823,1550,2000
1807,1533,2000
1792,1517,2000
1776,1500,2000
1759,1483,2000
1743,1467,2000
1726,1450,2000
1710,1433,2000
1693,1416,2000
1676,1399,2000
1659,1383,2000
1642,1366,2000
1625,1349,2000
1608,1332,2000
1591,1315,2000
1574,1299,2000
1557,1282,2000
1540,1265,2000
1523,1249,2000
1506,1233,2000
1489,1217,2000
1473,1201,2000
1456,1185,2000
1439,1169,2000
1423,1154,2000
1500,1500,1000
